,Query,Document,Relevance Actual,Relevance Predicted
103,At about what age do adults normally begin to lose bone mass?,Osteoporosis. Your bones normally reach their maximum mass at age 25 to 30 after which they gradually lose density. Osteoporosis is characterized by an abnormal loss of bone mass and deterioration of normal bone structure. This causes bone fragility and an increased risk for fractures.,3,10.0
104,At about what age do adults normally begin to lose bone mass?,"According to the University of Arizona's ""Bone Builders"" website, ""the more bone mass you build before age 25 or 30, the better off you will be during the years of gradual bone loss."". Even as you age, weight-bearing exercises can reduce bone loss -- helping to prevent osteoporosis.",2,8.0
105,At about what age do adults normally begin to lose bone mass?,"Why Is Lifting Weights Good for You? How Does a Fractured Finger Heal? How to Lose the Flab After Losing Weight. Share on Facebook. Your bones provide a framework for your body -- and the stronger your framework, the less likely you are to experience painful bone breaks. As you age, you start to lose bone mass.",1,7.0
106,At about what age do adults normally begin to lose bone mass?,"However, if a person has low bone mass and continues to lose bone density, this may lead to osteoporosis. A combination of low bone mass and a risk factor for fracture may increase your risk for broken bones, too. Osteoporosis and broken bones do not need to be a normal part of aging.",0,7.0
107,At about what age do adults normally begin to lose bone mass?,"Muscle mass in both men and women begins to decline as early as one’s 30s, replaced by – gasp! – flab. By age 75, the average person’s fat content is twice that of their youth. Your teeth are less sensitive – and not just because you might have fewer of them.",0,2.0
108,At about what age do adults normally begin to lose bone mass?,"英語版ウィキペディアは、登録利用者のアカウント数が2007年4月1日に400万人に到達 、100万人の大台にのった2006年2月下旬から1年強である 。. 英語版ユーザーの編集歴を見ると、10回以上の編集者が80万人超 、編集を毎月するのは30万人で [要出典] 、そのうち3万人超が毎月最低5回の編集を行い、3,000人弱の人は毎月の編集回数が100以上である 。. 2011年11月24日までに、英語版ウィキペディアで合計5億回の編集が行われた [要出典] 。. ウィキペディア最大の言語版として、かつまた英語はとても広く使用される言語であるため、英語ウィキペディアは 母国語 が英語ではない多くのユーザーと編集者を引き付ける。.",0,0.0
109,At about what age do adults normally begin to lose bone mass?,"Just after puberty (about 15-17 years) 90% of bone growth is complete and there is only a small increase in bone strength after this age until the age of 30. From our mid 30s onwards, more bone is broken down than made. This results in a gradual decrease in bone strength as we age.",3,9.0
110,At about what age do adults normally begin to lose bone mass?,"Effects Of Aging On Bones! From the onset of age about 30, the density of bones starts diminishing in men and women. This loss of bone density speeds up in women after menopause. As a result, bones become more fragile and likely to break, especially in old age. Bone health is a major concern among the aging population.",3,9.0
111,At about what age do adults normally begin to lose bone mass?,"How to Keep Your Aging Bones Strong? It’s true that bone loss is an unavoidable effect of aging, but there are ways to minimize this loss and keep your bones as healthy as possible. Read on here all you need to know about how to prevent loss in bone density as you age and keep your bones strong in later years. # 1.",2,7.0
112,At about what age do adults normally begin to lose bone mass?,"As a result, bones become larger, heavier, and denser. Bone formation happens faster than bone resorption until a person reaches their peak bone mass (maximum bone density and strength) between the ages of 25 and 30 years.",2,8.0
113,At about what age do adults normally begin to lose bone mass?,"After this peak period, bone resorption occurs faster than the rate of bone formation, leading to net bone loss. The age at which an individual begins to experience symptoms of bone loss depends on the amount of bone that was developed during their youth and the rate of bone resorption.",2,8.0
114,At about what age do adults normally begin to lose bone mass?,"If you don’t consume enough calcium and engage in physical activity as a child, you may not gain peak bone mass upon reaching adulthood. Women typically lose a large degree of bone mass after menopause while men begin losing bone mass after age 65, according to the ""Encyclopedia of Sports Medicine and Science."".",2,9.0
